Month;FRA District;FRA Safety Management Team;Holding Company;Parent Railroad;Railroad;Railroad Class;Year;Calendar Year;Fiscal Year;Railroad Concat;Railroadcode;Railroadname;Reporting Parent Railroad Code;Reporting Parent Railroad Name;reporting_railroad_class;Employee Hours Worked;Number of Passengers Transported;Passenger Miles;Reports;Total Train Miles;Yard Switching Miles
Apr;8;SMT-8 - Short Line West;Jaguar Transport, LLC;Oregon Eastern Railroad [OERR];Oregon Eastern Railroad [OERR];Class III;2025;2025;2025;Oregon Eastern Railroad [OERR];OERR;Oregon Eastern Railroad;OERR;Oregon Eastern Railroad;Class III;1 344;;0;1;1 242;1 242
Apr;8;SMT-8 - Short Line West;Jaguar Transport, LLC;Washington Eastern Railroad [WER];Washington Eastern Railroad [WER];Class III;2025;2025;2025;Washington Eastern Railroad [WER];WER;Washington Eastern Railroad;WER;Washington Eastern Railroad;Class III;2 899;;0;1;1 867;380
Apr;8;SMT-8 - Short Line West;Jaguar Transport, LLC;Central Washington Railroad Company [CWA];Central Washington Railroad Company [CWA];Class III;2025;2025;2025;Central Washington Railroad Company [CWA];CWA;Central Washington Railroad Company;CWA;Central Washington Railroad Company;Class III;1 973;;0;1;1 590;726
Apr;8;SMT-8 - Short Line West;Jaguar Transport, LLC;COLUMBIA BASIN RAILROAD, INC. [CBRW];COLUMBIA BASIN RAILROAD, INC. [CBRW];Class III;2025;2025;2025;COLUMBIA BASIN RAILROAD, INC. [CBRW];CBRW;COLUMBIA BASIN RAILROAD, INC.;CBRW;COLUMBIA BASIN RAILROAD, INC.;Class III;4 186;;0;1;2 793;
Apr;8;SMT-8 - Short Line West;Not Assigned;Central Montana Railroad [CM];Central Montana Railroad [CM];Class III;2025;2025;2025;Central Montana Railroad [CM];CM;Central Montana Railroad;CM;Central Montana Railroad;Class III;1 493;;0;1;519;
Apr;8;SMT-8 - Short Line West;Not Assigned;Global Rail Group, LLC [GRGL];Global Rail Group, LLC [GRGL];Class III;2025;2025;2025;Global Rail Group, LLC [GRGL];GRGL;Global Rail Group, LLC;GRGL;Global Rail Group, LLC;Class III;270;;0;1;2 784;
Apr;8;SMT-8 - Short Line West;Not Assigned;DAKOTA, MISSOURI VALLEY & WESTERN RAILROAD, INC. [DMVW];DAKOTA, MISSOURI VALLEY & WESTERN RAILROAD, INC. [DMVW];Class III;2025;2025;2025;DAKOTA, MISSOURI VALLEY & WESTERN RAILROAD, INC. [DMVW];DMVW;DAKOTA, MISSOURI VALLEY & WESTERN RAILROAD, INC.;DMVW;DAKOTA, MISSOURI VALLEY & WESTERN RAILROAD, INC.;Class III;14 342;;0;1;7 237;345
Apr;8;SMT-8 - Short Line West;Not Assigned;Dakota Northern Railroad, Inc. [DN];Dakota Northern Railroad, Inc. [DN];Class III;2025;2025;2025;Dakota Northern Railroad, Inc. [DN];DN;Dakota Northern Railroad, Inc.;DN;Dakota Northern Railroad, Inc.;Class III;240;;0;1;300;
Apr;8;SMT-8 - Short Line West;Not Assigned;Northern Plains Railroad, Inc. [NPR];Northern Plains Railroad, Inc. [NPR];Class III;2025;2025;2025;Northern Plains Railroad, Inc. [NPR];NPR;Northern Plains Railroad, Inc.;NPR;Northern Plains Railroad, Inc.;Class III;23 972;;0;1;2 783;
Apr;8;SMT-8 - Short Line West;Not Assigned;Oregon Pacific Railroad Company [OPR];Oregon Pacific Railroad Company [OPR];Class III;2025;2025;2025;Oregon Pacific Railroad Company [OPR];OPR;Oregon Pacific Railroad Company;OPR;Oregon Pacific Railroad Company;Class III;480;;0;1;80;
Apr;8;SMT-8 - Short Line West;Not Assigned;Coos Bay Rail Line [CBR];Coos Bay Rail Line [CBR];Class III;2025;2025;2025;Coos Bay Rail Line [CBR];CBR;Coos Bay Rail Line;CBR;Coos Bay Rail Line;Class III;2 690;;0;1;2 490;190
Apr;8;SMT-8 - Short Line West;Not Assigned;City Of Prineville Railway [COP];City Of Prineville Railway [COP];Class III;2025;2025;2025;City Of Prineville Railway [COP];COP;City Of Prineville Railway;COP;City Of Prineville Railway;Class III;674;;0;1;191;11
Apr;8;SMT-8 - Short Line West;Not Assigned;Rogue Valley Terminal Railroad [RVT];Rogue Valley Terminal Railroad [RVT];Class III;2025;2025;2025;Rogue Valley Terminal Railroad [RVT];RVT;Rogue Valley Terminal Railroad;RVT;Rogue Valley Terminal Railroad;Class III;801;;0;1;168;168
Apr;8;SMT-8 - Short Line West;Not Assigned;Klamath Northern Railway Company [KNOR];Klamath Northern Railway Company [KNOR];Class III;2025;2025;2025;Klamath Northern Railway Company [KNOR];KNOR;Klamath Northern Railway Company;KNOR;Klamath Northern Railway Company;Class III;38;;0;1;68;5
Apr;8;SMT-8 - Short Line West;Not Assigned;Goose Lake Railway, LLC [GOOS];Goose Lake Railway, LLC [GOOS];Class III;2025;2025;2025;Goose Lake Railway, LLC [GOOS];GOOS;Goose Lake Railway, LLC;GOOS;Goose Lake Railway, LLC;Class III;3 553;;0;1;522;2
Apr;8;SMT-8 - Short Line West;Not Assigned;Albany & Eastern Railroad Company [AERC];Albany & Eastern Railroad Company [AERC];Class III;2025;2025;2025;Albany & Eastern Railroad Company [AERC];AERC;Albany & Eastern Railroad Company;AERC;Albany & Eastern Railroad Company;Class III;3 294;;0;1;2 550;
Apr;8;SMT-8 - Short Line West;Not Assigned;Willamette Valley Railway Company [WVR];Willamette Valley Railway Company [WVR];Class III;2025;2025;2025;Willamette Valley Railway Company [WVR];WVR;Willamette Valley Railway Company;WVR;Willamette Valley Railway Company;Class III;284;;0;1;34;11
Apr;8;SMT-8 - Short Line West;Not Assigned;Peninsula Terminal Company [PT];Peninsula Terminal Company [PT];Class III;2025;2025;2025;Peninsula Terminal Company [PT];PT;Peninsula Terminal Company;PT;Peninsula Terminal Company;Class III;1 533;;0;1;1 445;1 380
Apr;8;SMT-8 - Short Line West;Not Assigned;OREGON INDEPENDENCE RAILROAD, LLC [OIRR];OREGON INDEPENDENCE RAILROAD, LLC [OIRR];Class III;2025;2025;2025;OREGON INDEPENDENCE RAILROAD, LLC [OIRR];OIRR;OREGON INDEPENDENCE RAILROAD, LLC;OIRR;OREGON INDEPENDENCE RAILROAD, LLC;Class III;;;0;1;;
Apr;8;SMT-8 - Short Line West;Not Assigned;Sisseton Milbank Railroad [SMRR];Sisseton Milbank Railroad [SMRR];Class III;2025;2025;2025;Sisseton Milbank Railroad [SMRR];SMRR;Sisseton Milbank Railroad;SMRR;Sisseton Milbank Railroad;Class III;42;;0;1;132;
Apr;8;SMT-8 - Short Line West;Not Assigned;D & I Railroad Company [DAIR];D & I Railroad Company [DAIR];Class III;2025;2025;2025;D & I Railroad Company [DAIR];DAIR;D & I Railroad Company;DAIR;D & I Railroad Company;Class III;2 361;;0;1;2 980;
Apr;8;SMT-8 - Short Line West;Not Assigned;Longview Switching [LS];Longview Switching [LS];Class III;2025;2025;2025;Longview Switching [LS];LS;Longview Switching;LS;Longview Switching;Class III;4 261;;0;1;6 630;6 630
Apr;8;SMT-8 - Short Line West;Not Assigned;Ballard Terminal Railroad Co LLC [BDTL];Ballard Terminal Railroad Co LLC [BDTL];Class III;2025;2025;2025;Ballard Terminal Railroad Co LLC [BDTL];BDTL;Ballard Terminal Railroad Co LLC;BDTL;Ballard Terminal Railroad Co LLC;Class III;211;;0;1;18;
Apr;8;SMT-8 - Short Line West;Not Assigned;Meeker Southern Railroad [MSN];Meeker Southern Railroad [MSN];Class III;2025;2025;2025;Meeker Southern Railroad [MSN];MSN;Meeker Southern Railroad;MSN;Meeker Southern Railroad;Class III;191;;0;1;120;
Apr;8;SMT-8 - Short Line West;Not Assigned;PEND OREILLE VALLEY RAILROAD [POVA];PEND OREILLE VALLEY RAILROAD [POVA];Class III;2025;2025;2025;PEND OREILLE VALLEY RAILROAD [POVA];POVA;PEND OREILLE VALLEY RAILROAD;POVA;PEND OREILLE VALLEY RAILROAD;Class III;2 749;;0;1;780;
Apr;8;SMT-8 - Short Line West;Not Assigned;Tacoma Municipal Belt Line Railway [TMBL];Tacoma Municipal Belt Line Railway [TMBL];Class III;2025;2025;2025;Tacoma Municipal Belt Line Railway [TMBL];TMBL;Tacoma Municipal Belt Line Railway;TMBL;Tacoma Municipal Belt Line Railway;Class III;16 029;;0;1;8 143;8 143
Apr;8;SMT-8 - Short Line West;Not Assigned;MOUNT VERNON TERMINAL RAILWAY, INC. [MVT];MOUNT VERNON TERMINAL RAILWAY, INC. [MVT];Class III;2025;2025;2025;MOUNT VERNON TERMINAL RAILWAY, INC. [MVT];MVT;MOUNT VERNON TERMINAL RAILWAY, INC.;MVT;MOUNT VERNON TERMINAL RAILWAY, INC.;Class III;15;;0;1;1;1
Apr;8;SMT-8 - Short Line West;Not Assigned;Spokane, Spangle and Palouse Railway [SSP];Spokane, Spangle and Palouse Railway [SSP];Class III;2025;2025;2025;Spokane, Spangle and Palouse Railway [SSP];SSP;Spokane, Spangle and Palouse Railway;SSP;Spokane, Spangle and Palouse Railway;Class III;1 224;;0;1;717;50
Apr;8;SMT-8 - Short Line West;Not Assigned;BIGHORN DIVIDE & WYOMING RAILROAD, INC. [BDW];BIGHORN DIVIDE & WYOMING RAILROAD, INC. [BDW];Class III;2025;2025;2025;BIGHORN DIVIDE & WYOMING RAILROAD, INC. [BDW];BDW;BIGHORN DIVIDE & WYOMING RAILROAD, INC.;BDW;BIGHORN DIVIDE & WYOMING RAILROAD, INC.;Class III;2 780;;0;1;448;
Apr;8;SMT-8 - Short Line West;Omnitrax;Kettle Falls International Railway LLC [KFR];Kettle Falls International Railway LLC [KFR];Class III;2025;2025;2025;Kettle Falls International Railway LLC [KFR];KFR;Kettle Falls International Railway LLC;KFR;Kettle Falls International Railway LLC;Class III;493;;0;1;416;
Apr;8;SMT-8 - Short Line West;Progressive;Clackamas Valley Railway [CVLY];Clackamas Valley Railway [CVLY];Class III;2025;2025;2025;Clackamas Valley Railway [CVLY];CVLY;Clackamas Valley Railway;CVLY;Clackamas Valley Railway;Class III;162;;0;1;12;
Apr;8;SMT-8 - Short Line West;Progressive;Saint Paul & Pacific Northwest Railroad [STPP];Saint Paul & Pacific Northwest Railroad [STPP];Class III;2025;2025;2025;Saint Paul & Pacific Northwest Railroad [STPP];STPP;Saint Paul & Pacific Northwest Railroad;STPP;Saint Paul & Pacific Northwest Railroad;Class III;2 248;;0;1;3 225;
May;8;SMT-8 - Short Line West;Columbia Rail;RYAL, LLC [RYAL];RYAL, LLC [RYAL];Class III;2025;2025;2025;RYAL, LLC [RYAL];RYAL;RYAL, LLC;RYAL;RYAL, LLC;Class III;;;0;1;82;
May;8;SMT-8 - Short Line West;Columbia Rail;RAINIER RAIL LLC [RNIR];RAINIER RAIL LLC [RNIR];Class III;2025;2025;2025;RAINIER RAIL LLC [RNIR];RNIR;RAINIER RAIL LLC;RNIR;RAINIER RAIL LLC;Class III;2 077;;0;1;702;
May;8;SMT-8 - Short Line West;Columbia Rail;CWW LLC d.b.a. Columbia Walla Walla Rwy [CWW];CWW LLC d.b.a. Columbia Walla Walla Rwy [CWW];Class III;2025;2025;2025;CWW LLC d.b.a. Columbia Walla Walla Rwy [CWW];CWW;CWW LLC d.b.a. Columbia Walla Walla Rwy;CWW;CWW LLC d.b.a. Columbia Walla Walla Rwy;Class III;4 305;;0;1;1 525;
May;8;SMT-8 - Short Line West;Jaguar Transport, LLC;Oregon Eastern Railroad [OERR];Oregon Eastern Railroad [OERR];Class III;2025;2025;2025;Oregon Eastern Railroad [OERR];OERR;Oregon Eastern Railroad;OERR;Oregon Eastern Railroad;Class III;1 318;;0;1;880;880
May;8;SMT-8 - Short Line West;Jaguar Transport, LLC;Washington Eastern Railroad [WER];Washington Eastern Railroad [WER];Class III;2025;2025;2025;Washington Eastern Railroad [WER];WER;Washington Eastern Railroad;WER;Washington Eastern Railroad;Class III;2 901;;0;1;1 777;377
May;8;SMT-8 - Short Line West;Jaguar Transport, LLC;Central Washington Railroad Company [CWA];Central Washington Railroad Company [CWA];Class III;2025;2025;2025;Central Washington Railroad Company [CWA];CWA;Central Washington Railroad Company;CWA;Central Washington Railroad Company;Class III;1 878;;0;1;1 502;735
May;8;SMT-8 - Short Line West;Jaguar Transport, LLC;COLUMBIA BASIN RAILROAD, INC. [CBRW];COLUMBIA BASIN RAILROAD, INC. [CBRW];Class III;2025;2025;2025;COLUMBIA BASIN RAILROAD, INC. [CBRW];CBRW;COLUMBIA BASIN RAILROAD, INC.;CBRW;COLUMBIA BASIN RAILROAD, INC.;Class III;3 897;;0;1;2 562;
May;8;SMT-8 - Short Line West;Not Assigned;Central Montana Railroad [CM];Central Montana Railroad [CM];Class III;2025;2025;2025;Central Montana Railroad [CM];CM;Central Montana Railroad;CM;Central Montana Railroad;Class III;1 605;871;54351;1;688;
May;8;SMT-8 - Short Line West;Not Assigned;Global Rail Group, LLC [GRGL];Global Rail Group, LLC [GRGL];Class III;2025;2025;2025;Global Rail Group, LLC [GRGL];GRGL;Global Rail Group, LLC;GRGL;Global Rail Group, LLC;Class III;260;;0;1;2 436;
May;8;SMT-8 - Short Line West;Not Assigned;DAKOTA, MISSOURI VALLEY & WESTERN RAILROAD, INC. [DMVW];DAKOTA, MISSOURI VALLEY & WESTERN RAILROAD, INC. [DMVW];Class III;2025;2025;2025;DAKOTA, MISSOURI VALLEY & WESTERN RAILROAD, INC. [DMVW];DMVW;DAKOTA, MISSOURI VALLEY & WESTERN RAILROAD, INC.;DMVW;DAKOTA, MISSOURI VALLEY & WESTERN RAILROAD, INC.;Class III;14 292;;0;1;7 335;349
May;8;SMT-8 - Short Line West;Not Assigned;Dakota Northern Railroad, Inc. [DN];Dakota Northern Railroad, Inc. [DN];Class III;2025;2025;2025;Dakota Northern Railroad, Inc. [DN];DN;Dakota Northern Railroad, Inc.;DN;Dakota Northern Railroad, Inc.;Class III;240;;0;1;275;
May;8;SMT-8 - Short Line West;Not Assigned;Northern Plains Railroad, Inc. [NPR];Northern Plains Railroad, Inc. [NPR];Class III;2025;2025;2025;Northern Plains Railroad, Inc. [NPR];NPR;Northern Plains Railroad, Inc.;NPR;Northern Plains Railroad, Inc.;Class III;23 602;;0;1;1 821;
May;8;SMT-8 - Short Line West;Not Assigned;Oregon Pacific Railroad Company [OPR];Oregon Pacific Railroad Company [OPR];Class III;2025;2025;2025;Oregon Pacific Railroad Company [OPR];OPR;Oregon Pacific Railroad Company;OPR;Oregon Pacific Railroad Company;Class III;480;;0;1;97;
May;8;SMT-8 - Short Line West;Not Assigned;Coos Bay Rail Line [CBR];Coos Bay Rail Line [CBR];Class III;2025;2025;2025;Coos Bay Rail Line [CBR];CBR;Coos Bay Rail Line;CBR;Coos Bay Rail Line;Class III;2 626;;0;1;2 490;190
May;8;SMT-8 - Short Line West;Not Assigned;City Of Prineville Railway [COP];City Of Prineville Railway [COP];Class III;2025;2025;2025;City Of Prineville Railway [COP];COP;City Of Prineville Railway;COP;City Of Prineville Railway;Class III;592;;0;1;204;9
May;8;SMT-8 - Short Line West;Not Assigned;Rogue Valley Terminal Railroad [RVT];Rogue Valley Terminal Railroad [RVT];Class III;2025;2025;2025;Rogue Valley Terminal Railroad [RVT];RVT;Rogue Valley Terminal Railroad;RVT;Rogue Valley Terminal Railroad;Class III;942;;0;1;168;168
May;8;SMT-8 - Short Line West;Not Assigned;Klamath Northern Railway Company [KNOR];Klamath Northern Railway Company [KNOR];Class III;2025;2025;2025;Klamath Northern Railway Company [KNOR];KNOR;Klamath Northern Railway Company;KNOR;Klamath Northern Railway Company;Class III;20;;0;1;68;5
May;8;SMT-8 - Short Line West;Not Assigned;Goose Lake Railway, LLC [GOOS];Goose Lake Railway, LLC [GOOS];Class III;2025;2025;2025;Goose Lake Railway, LLC [GOOS];GOOS;Goose Lake Railway, LLC;GOOS;Goose Lake Railway, LLC;Class III;2 893;;0;1;652;2
May;8;SMT-8 - Short Line West;Not Assigned;Albany & Eastern Railroad Company [AERC];Albany & Eastern Railroad Company [AERC];Class III;2025;2025;2025;Albany & Eastern Railroad Company [AERC];AERC;Albany & Eastern Railroad Company;AERC;Albany & Eastern Railroad Company;Class III;3 272;;0;1;2 237;
May;8;SMT-8 - Short Line West;Not Assigned;Willamette Valley Railway Company [WVR];Willamette Valley Railway Company [WVR];Class III;2025;2025;2025;Willamette Valley Railway Company [WVR];WVR;Willamette Valley Railway Company;WVR;Willamette Valley Railway Company;Class III;284;;0;1;25;8
May;8;SMT-8 - Short Line West;Not Assigned;Peninsula Terminal Company [PT];Peninsula Terminal Company [PT];Class III;2025;2025;2025;Peninsula Terminal Company [PT];PT;Peninsula Terminal Company;PT;Peninsula Terminal Company;Class III;1 465;;0;1;1 325;1 260
May;8;SMT-8 - Short Line West;Not Assigned;OREGON INDEPENDENCE RAILROAD, LLC [OIRR];OREGON INDEPENDENCE RAILROAD, LLC [OIRR];Class III;2025;2025;2025;OREGON INDEPENDENCE RAILROAD, LLC [OIRR];OIRR;OREGON INDEPENDENCE RAILROAD, LLC;OIRR;OREGON INDEPENDENCE RAILROAD, LLC;Class III;;;0;1;;
May;8;SMT-8 - Short Line West;Not Assigned;Sisseton Milbank Railroad [SMRR];Sisseton Milbank Railroad [SMRR];Class III;2025;2025;2025;Sisseton Milbank Railroad [SMRR];SMRR;Sisseton Milbank Railroad;SMRR;Sisseton Milbank Railroad;Class III;30;;0;1;56;
May;8;SMT-8 - Short Line West;Not Assigned;D & I Railroad Company [DAIR];D & I Railroad Company [DAIR];Class III;2025;2025;2025;D & I Railroad Company [DAIR];DAIR;D & I Railroad Company;DAIR;D & I Railroad Company;Class III;2 970;;0;1;2 890;
May;8;SMT-8 - Short Line West;Not Assigned;Longview Switching [LS];Longview Switching [LS];Class III;2025;2025;2025;Longview Switching [LS];LS;Longview Switching;LS;Longview Switching;Class III;4 038;;0;1;6 354;6 354
May;8;SMT-8 - Short Line West;Not Assigned;Ballard Terminal Railroad Co LLC [BDTL];Ballard Terminal Railroad Co LLC [BDTL];Class III;2025;2025;2025;Ballard Terminal Railroad Co LLC [BDTL];BDTL;Ballard Terminal Railroad Co LLC;BDTL;Ballard Terminal Railroad Co LLC;Class III;312;;0;1;18;
May;8;SMT-8 - Short Line West;Not Assigned;Meeker Southern Railroad [MSN];Meeker Southern Railroad [MSN];Class III;2025;2025;2025;Meeker Southern Railroad [MSN];MSN;Meeker Southern Railroad;MSN;Meeker Southern Railroad;Class III;222;;0;1;140;
May;8;SMT-8 - Short Line West;Not Assigned;PEND OREILLE VALLEY RAILROAD [POVA];PEND OREILLE VALLEY RAILROAD [POVA];Class III;2025;2025;2025;PEND OREILLE VALLEY RAILROAD [POVA];POVA;PEND OREILLE VALLEY RAILROAD;POVA;PEND OREILLE VALLEY RAILROAD;Class III;2 599;;0;1;720;
May;8;SMT-8 - Short Line West;Not Assigned;Tacoma Municipal Belt Line Railway [TMBL];Tacoma Municipal Belt Line Railway [TMBL];Class III;2025;2025;2025;Tacoma Municipal Belt Line Railway [TMBL];TMBL;Tacoma Municipal Belt Line Railway;TMBL;Tacoma Municipal Belt Line Railway;Class III;15 612;;0;1;6 434;6 434
May;8;SMT-8 - Short Line West;Not Assigned;MOUNT VERNON TERMINAL RAILWAY, INC. [MVT];MOUNT VERNON TERMINAL RAILWAY, INC. [MVT];Class III;2025;2025;2025;MOUNT VERNON TERMINAL RAILWAY, INC. [MVT];MVT;MOUNT VERNON TERMINAL RAILWAY, INC.;MVT;MOUNT VERNON TERMINAL RAILWAY, INC.;Class III;10;;0;1;1;1
May;8;SMT-8 - Short Line West;Not Assigned;Spokane, Spangle and Palouse Railway [SSP];Spokane, Spangle and Palouse Railway [SSP];Class III;2025;2025;2025;Spokane, Spangle and Palouse Railway [SSP];SSP;Spokane, Spangle and Palouse Railway;SSP;Spokane, Spangle and Palouse Railway;Class III;1 160;;0;1;446;31
May;8;SMT-8 - Short Line West;Not Assigned;BIGHORN DIVIDE & WYOMING RAILROAD, INC. [BDW];BIGHORN DIVIDE & WYOMING RAILROAD, INC. [BDW];Class III;2025;2025;2025;BIGHORN DIVIDE & WYOMING RAILROAD, INC. [BDW];BDW;BIGHORN DIVIDE & WYOMING RAILROAD, INC.;BDW;BIGHORN DIVIDE & WYOMING RAILROAD, INC.;Class III;2 829;;0;1;456;
May;8;SMT-8 - Short Line West;Omnitrax;Kettle Falls International Railway LLC [KFR];Kettle Falls International Railway LLC [KFR];Class III;2025;2025;2025;Kettle Falls International Railway LLC [KFR];KFR;Kettle Falls International Railway LLC;KFR;Kettle Falls International Railway LLC;Class III;316;;0;1;312;
May;8;SMT-8 - Short Line West;Progressive;Clackamas Valley Railway [CVLY];Clackamas Valley Railway [CVLY];Class III;2025;2025;2025;Clackamas Valley Railway [CVLY];CVLY;Clackamas Valley Railway;CVLY;Clackamas Valley Railway;Class III;165;;0;1;18;
May;8;SMT-8 - Short Line West;Progressive;Saint Paul & Pacific Northwest Railroad [STPP];Saint Paul & Pacific Northwest Railroad [STPP];Class III;2025;2025;2025;Saint Paul & Pacific Northwest Railroad [STPP];STPP;Saint Paul & Pacific Northwest Railroad;STPP;Saint Paul & Pacific Northwest Railroad;Class III;2 339;;0;1;4 091;
Jun;8;SMT-8 - Short Line West;Columbia Rail;RYAL, LLC [RYAL];RYAL, LLC [RYAL];Class III;2025;2025;2025;RYAL, LLC [RYAL];RYAL;RYAL, LLC;RYAL;RYAL, LLC;Class III;;;0;1;129;
Jun;8;SMT-8 - Short Line West;Columbia Rail;RAINIER RAIL LLC [RNIR];RAINIER RAIL LLC [RNIR];Class III;2025;2025;2025;RAINIER RAIL LLC [RNIR];RNIR;RAINIER RAIL LLC;RNIR;RAINIER RAIL LLC;Class III;1 703;;0;1;714;
Jun;8;SMT-8 - Short Line West;Columbia Rail;CWW LLC d.b.a. Columbia Walla Walla Rwy [CWW];CWW LLC d.b.a. Columbia Walla Walla Rwy [CWW];Class III;2025;2025;2025;CWW LLC d.b.a. Columbia Walla Walla Rwy [CWW];CWW;CWW LLC d.b.a. Columbia Walla Walla Rwy;CWW;CWW LLC d.b.a. Columbia Walla Walla Rwy;Class III;4 318;;0;1;1 587;
Jun;8;SMT-8 - Short Line West;Jaguar Transport, LLC;Oregon Eastern Railroad [OERR];Oregon Eastern Railroad [OERR];Class III;2025;2025;2025;Oregon Eastern Railroad [OERR];OERR;Oregon Eastern Railroad;OERR;Oregon Eastern Railroad;Class III;1 371;;0;1;840;840
Jun;8;SMT-8 - Short Line West;Jaguar Transport, LLC;Washington Eastern Railroad [WER];Washington Eastern Railroad [WER];Class III;2025;2025;2025;Washington Eastern Railroad [WER];WER;Washington Eastern Railroad;WER;Washington Eastern Railroad;Class III;2 902;;0;1;2 712;1 102
Jun;8;SMT-8 - Short Line West;Jaguar Transport, LLC;Central Washington Railroad Company [CWA];Central Washington Railroad Company [CWA];Class III;2025;2025;2025;Central Washington Railroad Company [CWA];CWA;Central Washington Railroad Company;CWA;Central Washington Railroad Company;Class III;1 749;;0;1;1 584;753
Jun;8;SMT-8 - Short Line West;Jaguar Transport, LLC;COLUMBIA BASIN RAILROAD, INC. [CBRW];COLUMBIA BASIN RAILROAD, INC. [CBRW];Class III;2025;2025;2025;COLUMBIA BASIN RAILROAD, INC. [CBRW];CBRW;COLUMBIA BASIN RAILROAD, INC.;CBRW;COLUMBIA BASIN RAILROAD, INC.;Class III;3 905;;0;1;2 358;
Jun;8;SMT-8 - Short Line West;Not Assigned;Central Montana Railroad [CM];Central Montana Railroad [CM];Class III;2025;2025;2025;Central Montana Railroad [CM];CM;Central Montana Railroad;CM;Central Montana Railroad;Class III;1 857;455;43680;1;1 111;
Jun;8;SMT-8 - Short Line West;Not Assigned;Global Rail Group, LLC [GRGL];Global Rail Group, LLC [GRGL];Class III;2025;2025;2025;Global Rail Group, LLC [GRGL];GRGL;Global Rail Group, LLC;GRGL;Global Rail Group, LLC;Class III;250;;0;1;2 552;
Jun;8;SMT-8 - Short Line West;Not Assigned;DAKOTA, MISSOURI VALLEY & WESTERN RAILROAD, INC. [DMVW];DAKOTA, MISSOURI VALLEY & WESTERN RAILROAD, INC. [DMVW];Class III;2025;2025;2025;DAKOTA, MISSOURI VALLEY & WESTERN RAILROAD, INC. [DMVW];DMVW;DAKOTA, MISSOURI VALLEY & WESTERN RAILROAD, INC.;DMVW;DAKOTA, MISSOURI VALLEY & WESTERN RAILROAD, INC.;Class III;14 015;;0;1;5 717;272
