"","Commodity Group","Commodity Group Code","Originated","Received","Year","Week","Company"
"25197","Motor Vehicles and Equipment","M","154","1222",2025,2025-11-05,"CPKC"
"25198","Non Metallic Minerals","N","39","11",2025,2025-11-05,"CPKC"
"25199","Petroleum Products","O","1272","441",2025,2025-11-05,"CPKC"
"25200","Primary Forest Products","P","1","16",2025,2025-11-05,"CPKC"
"25201","Pulp, Paper and Allied Products","Q","611","243",2025,2025-11-05,"CPKC"
"25202","Stone, Clay and Glass Products","R","222","341",2025,2025-11-05,"CPKC"
"25203","Waste and Scrap Materials","S","118","33",2025,2025-11-05,"CPKC"
"25204","All Other","T","162","223",2025,2025-11-05,"CPKC"
"25205","Containers","U","3577","2844",2025,2025-11-05,"CPKC"
"25206","Trailers","V","1","7",2025,2025-11-05,"CPKC"
"25207","Chemicals","A","2068","1043",2025,2025-10-29,"CPKC"
"25208","Coal","B","0","4618",2025,2025-10-29,"CPKC"
"25209","Coke","C","710","14",2025,2025-10-29,"CPKC"
"25210","Crushed Stone, Sand and Gravel","D","2189","189",2025,2025-10-29,"CPKC"
"25211","Farm Products except Grain","E","127","62",2025,2025-10-29,"CPKC"
"25212","Food and Kindred Products","F","295","273",2025,2025-10-29,"CPKC"
"25213","Grain Mill Products","G","687","314",2025,2025-10-29,"CPKC"
"25214","Grain","H","3453","435",2025,2025-10-29,"CPKC"
"25215","Iron and Steel Scrap","I","235","266",2025,2025-10-29,"CPKC"
"25216","Lumber and Wood Products","J","186","68",2025,2025-10-29,"CPKC"
"25217","Metallic Ores","K","95","19",2025,2025-10-29,"CPKC"
"25218","Metals","L","343","257",2025,2025-10-29,"CPKC"
"25219","Motor Vehicles and Equipment","M","119","1241",2025,2025-10-29,"CPKC"
"25220","Non Metallic Minerals","N","51","8",2025,2025-10-29,"CPKC"
"25221","Petroleum Products","O","1195","214",2025,2025-10-29,"CPKC"
"25222","Primary Forest Products","P","1","6",2025,2025-10-29,"CPKC"
"25223","Pulp, Paper and Allied Products","Q","646","349",2025,2025-10-29,"CPKC"
"25224","Stone, Clay and Glass Products","R","231","283",2025,2025-10-29,"CPKC"
"25225","Waste and Scrap Materials","S","96","44",2025,2025-10-29,"CPKC"
"25226","All Other","T","240","322",2025,2025-10-29,"CPKC"
"25227","Containers","U","3858","2798",2025,2025-10-29,"CPKC"
"25228","Trailers","V","1","0",2025,2025-10-29,"CPKC"
"25229","Chemicals","A","1823","1069",2025,2025-10-22,"CPKC"
"25230","Coal","B","50","4742",2025,2025-10-22,"CPKC"
"25231","Coke","C","434","49",2025,2025-10-22,"CPKC"
"25232","Crushed Stone, Sand and Gravel","D","2289","137",2025,2025-10-22,"CPKC"
"25233","Farm Products except Grain","E","25","42",2025,2025-10-22,"CPKC"
"25234","Food and Kindred Products","F","306","307",2025,2025-10-22,"CPKC"
"25235","Grain Mill Products","G","730","262",2025,2025-10-22,"CPKC"
"25236","Grain","H","3535","338",2025,2025-10-22,"CPKC"
"25237","Iron and Steel Scrap","I","171","278",2025,2025-10-22,"CPKC"
"25238","Lumber and Wood Products","J","225","70",2025,2025-10-22,"CPKC"
"25239","Metallic Ores","K","109","54",2025,2025-10-22,"CPKC"
"25240","Metals","L","402","307",2025,2025-10-22,"CPKC"
"25241","Motor Vehicles and Equipment","M","165","1085",2025,2025-10-22,"CPKC"
"25242","Non Metallic Minerals","N","37","11",2025,2025-10-22,"CPKC"
"25243","Petroleum Products","O","1423","214",2025,2025-10-22,"CPKC"
"25244","Primary Forest Products","P","10","9",2025,2025-10-22,"CPKC"
"25245","Pulp, Paper and Allied Products","Q","771","295",2025,2025-10-22,"CPKC"
"25246","Stone, Clay and Glass Products","R","197","355",2025,2025-10-22,"CPKC"
"25247","Waste and Scrap Materials","S","133","35",2025,2025-10-22,"CPKC"
"25248","All Other","T","329","254",2025,2025-10-22,"CPKC"
"25249","Containers","U","3991","2761",2025,2025-10-22,"CPKC"
"25250","Trailers","V","7","7",2025,2025-10-22,"CPKC"
"25251","Chemicals","A","2034","1142",2025,2025-10-15,"CPKC"
"25252","Coal","B","50","3685",2025,2025-10-15,"CPKC"
"25253","Coke","C","332","51",2025,2025-10-15,"CPKC"
"25254","Crushed Stone, Sand and Gravel","D","2252","246",2025,2025-10-15,"CPKC"
"25255","Farm Products except Grain","E","72","41",2025,2025-10-15,"CPKC"
"25256","Food and Kindred Products","F","315","284",2025,2025-10-15,"CPKC"
"25257","Grain Mill Products","G","715","292",2025,2025-10-15,"CPKC"
"25258","Grain","H","3279","405",2025,2025-10-15,"CPKC"
"25259","Iron and Steel Scrap","I","245","161",2025,2025-10-15,"CPKC"
"25260","Lumber and Wood Products","J","198","62",2025,2025-10-15,"CPKC"
"25261","Metallic Ores","K","90","47",2025,2025-10-15,"CPKC"
"25262","Metals","L","353","270",2025,2025-10-15,"CPKC"
"25263","Motor Vehicles and Equipment","M","233","1282",2025,2025-10-15,"CPKC"
"25264","Non Metallic Minerals","N","33","6",2025,2025-10-15,"CPKC"
"25265","Petroleum Products","O","1197","350",2025,2025-10-15,"CPKC"
"25266","Primary Forest Products","P","11","7",2025,2025-10-15,"CPKC"
"25267","Pulp, Paper and Allied Products","Q","677","339",2025,2025-10-15,"CPKC"
"25268","Stone, Clay and Glass Products","R","198","337",2025,2025-10-15,"CPKC"
