"","Commodity Group","Commodity Group Code","Originated","Received","Year","Week","Company"
"38744","Grain","H",12867,200,2025,2025-04-30,"BNSF"
"38745","Iron & Steel Scrap","I",1185,119,2025,2025-04-30,"BNSF"
"38746","Lumber & Wood Products","J",892,684,2025,2025-04-30,"BNSF"
"38747","Metallic Ores","K",894,23,2025,2025-04-30,"BNSF"
"38748","Metal Products","L",1336,786,2025,2025-04-30,"BNSF"
"38749","Motor Vehicles & Equipment","M",2757,3225,2025,2025-04-30,"BNSF"
"38750","Nonmetallic Minerals","N",413,17,2025,2025-04-30,"BNSF"
"38751","Petroleum Products","O",4459,1279,2025,2025-04-30,"BNSF"
"38752","Primary Forest Products","P",26,13,2025,2025-04-30,"BNSF"
"38753","Pulp & Paper Products","Q",537,634,2025,2025-04-30,"BNSF"
"38754","Stone, Clay, Glass","R",1933,480,2025,2025-04-30,"BNSF"
"38755","Waste & Other Scrap","S",356,256,2025,2025-04-30,"BNSF"
"38756","All Other","T",2158,795,2025,2025-04-30,"BNSF"
"38757","Containers","U",94502,6239,2025,2025-04-30,"BNSF"
"38758","Trailers","V",3113,34,2025,2025-04-30,"BNSF"
"38759","Chemicals","A",7995,1863,2025,2025-04-23,"BNSF"
"38760","Coal","B",21462,170,2025,2025-04-23,"BNSF"
"38761","Coke","C",266,55,2025,2025-04-23,"BNSF"
"38762","Crushed Stone, Sand & Gravel","D",3406,98,2025,2025-04-23,"BNSF"
"38763","Farm Products","E",494,11,2025,2025-04-23,"BNSF"
"38764","Food & Kindred Products","F",2409,504,2025,2025-04-23,"BNSF"
"38765","Grain Mill Products","G",3782,1124,2025,2025-04-23,"BNSF"
"38766","Grain","H",10672,288,2025,2025-04-23,"BNSF"
"38767","Iron & Steel Scrap","I",1147,76,2025,2025-04-23,"BNSF"
"38768","Lumber & Wood Products","J",843,678,2025,2025-04-23,"BNSF"
"38769","Metallic Ores","K",1057,4,2025,2025-04-23,"BNSF"
"38770","Metal Products","L",1248,614,2025,2025-04-23,"BNSF"
"38771","Motor Vehicles & Equipment","M",2353,3045,2025,2025-04-23,"BNSF"
"38772","Nonmetallic Minerals","N",374,32,2025,2025-04-23,"BNSF"
"38773","Petroleum Products","O",4510,1242,2025,2025-04-23,"BNSF"
"38774","Primary Forest Products","P",43,22,2025,2025-04-23,"BNSF"
"38775","Pulp & Paper Products","Q",597,478,2025,2025-04-23,"BNSF"
"38776","Stone, Clay, Glass","R",1946,422,2025,2025-04-23,"BNSF"
"38777","Waste & Other Scrap","S",314,153,2025,2025-04-23,"BNSF"
"38778","All Other","T",2227,919,2025,2025-04-23,"BNSF"
"38779","Containers","U",91855,6202,2025,2025-04-23,"BNSF"
"38780","Trailers","V",3453,41,2025,2025-04-23,"BNSF"
"38781","Chemicals","A",7368,1829,2025,2025-04-16,"BNSF"
"38782","Coal","B",20415,391,2025,2025-04-16,"BNSF"
"38783","Coke","C",485,36,2025,2025-04-16,"BNSF"
"38784","Crushed Stone, Sand & Gravel","D",3925,418,2025,2025-04-16,"BNSF"
"38785","Farm Products","E",417,23,2025,2025-04-16,"BNSF"
"38786","Food & Kindred Products","F",2458,1082,2025,2025-04-16,"BNSF"
"38787","Grain Mill Products","G",3394,899,2025,2025-04-16,"BNSF"
"38788","Grain","H",12734,308,2025,2025-04-16,"BNSF"
"38789","Iron & Steel Scrap","I",734,46,2025,2025-04-16,"BNSF"
"38790","Lumber & Wood Products","J",827,529,2025,2025-04-16,"BNSF"
"38791","Metallic Ores","K",1550,7,2025,2025-04-16,"BNSF"
"38792","Metal Products","L",932,560,2025,2025-04-16,"BNSF"
"38793","Motor Vehicles & Equipment","M",2445,2835,2025,2025-04-16,"BNSF"
"38794","Nonmetallic Minerals","N",398,39,2025,2025-04-16,"BNSF"
"38795","Petroleum Products","O",4477,1115,2025,2025-04-16,"BNSF"
"38796","Primary Forest Products","P",38,16,2025,2025-04-16,"BNSF"
"38797","Pulp & Paper Products","Q",334,608,2025,2025-04-16,"BNSF"
"38798","Stone, Clay, Glass","R",1982,411,2025,2025-04-16,"BNSF"
"38799","Waste & Other Scrap","S",264,140,2025,2025-04-16,"BNSF"
"38800","All Other","T",1942,865,2025,2025-04-16,"BNSF"
"38801","Containers","U",91918,5499,2025,2025-04-16,"BNSF"
"38802","Trailers","V",3625,42,2025,2025-04-16,"BNSF"
"38803","Chemicals","A",7765,1967,2025,2025-04-09,"BNSF"
"38804","Coal","B",22200,72,2025,2025-04-09,"BNSF"
"38805","Coke","C",225,128,2025,2025-04-09,"BNSF"
"38806","Crushed Stone, Sand & Gravel","D",3056,216,2025,2025-04-09,"BNSF"
"38807","Farm Products","E",340,15,2025,2025-04-09,"BNSF"
"38808","Food & Kindred Products","F",2541,583,2025,2025-04-09,"BNSF"
"38809","Grain Mill Products","G",3687,839,2025,2025-04-09,"BNSF"
"38810","Grain","H",12701,222,2025,2025-04-09,"BNSF"
"38811","Iron & Steel Scrap","I",1041,120,2025,2025-04-09,"BNSF"
"38812","Lumber & Wood Products","J",913,704,2025,2025-04-09,"BNSF"
"38813","Metallic Ores","K",2168,10,2025,2025-04-09,"BNSF"
"38814","Metal Products","L",1112,913,2025,2025-04-09,"BNSF"
"38815","Motor Vehicles & Equipment","M",2719,3708,2025,2025-04-09,"BNSF"
"38816","Nonmetallic Minerals","N",347,36,2025,2025-04-09,"BNSF"
"38817","Petroleum Products","O",4359,1195,2025,2025-04-09,"BNSF"
"38818","Primary Forest Products","P",54,8,2025,2025-04-09,"BNSF"
"38819","Pulp & Paper Products","Q",519,664,2025,2025-04-09,"BNSF"
"38820","Stone, Clay, Glass","R",2015,343,2025,2025-04-09,"BNSF"
"38821","Waste & Other Scrap","S",314,143,2025,2025-04-09,"BNSF"
"38822","All Other","T",1703,901,2025,2025-04-09,"BNSF"
"38823","Containers","U",90107,5994,2025,2025-04-09,"BNSF"
"38824","Trailers","V",3546,49,2025,2025-04-09,"BNSF"
"38825","Chemicals","A",7280,2027,2025,2025-04-02,"BNSF"
"38826","Coal","B",24423,121,2025,2025-04-02,"BNSF"
"38827","Coke","C",429,132,2025,2025-04-02,"BNSF"
"38828","Crushed Stone, Sand & Gravel","D",3712,202,2025,2025-04-02,"BNSF"
"38829","Farm Products","E",550,20,2025,2025-04-02,"BNSF"
"38830","Food & Kindred Products","F",2730,1023,2025,2025-04-02,"BNSF"
"38831","Grain Mill Products","G",3862,1061,2025,2025-04-02,"BNSF"
"38832","Grain","H",12094,90,2025,2025-04-02,"BNSF"
"38833","Iron & Steel Scrap","I",1015,124,2025,2025-04-02,"BNSF"
"38834","Lumber & Wood Products","J",920,703,2025,2025-04-02,"BNSF"
"38835","Metallic Ores","K",1769,4,2025,2025-04-02,"BNSF"
"38836","Metal Products","L",1045,907,2025,2025-04-02,"BNSF"
"38837","Motor Vehicles & Equipment","M",3229,3654,2025,2025-04-02,"BNSF"
"38838","Nonmetallic Minerals","N",457,61,2025,2025-04-02,"BNSF"
"38839","Petroleum Products","O",4703,1709,2025,2025-04-02,"BNSF"
"38840","Primary Forest Products","P",43,12,2025,2025-04-02,"BNSF"
"38841","Pulp & Paper Products","Q",630,667,2025,2025-04-02,"BNSF"
"38842","Stone, Clay, Glass","R",1920,417,2025,2025-04-02,"BNSF"
"38843","Waste & Other Scrap","S",358,154,2025,2025-04-02,"BNSF"
"38844","All Other","T",1752,897,2025,2025-04-02,"BNSF"
"38845","Containers","U",91668,7049,2025,2025-04-02,"BNSF"
"38846","Trailers","V",3633,48,2025,2025-04-02,"BNSF"
"38847","Chemicals","A",7696,2046,2025,2025-03-26,"BNSF"
"38848","Coal","B",22382,30,2025,2025-03-26,"BNSF"
"38849","Coke","C",408,88,2025,2025-03-26,"BNSF"
"38850","Crushed Stone, Sand & Gravel","D",3173,225,2025,2025-03-26,"BNSF"
"38851","Farm Products","E",665,1,2025,2025-03-26,"BNSF"
"38852","Food & Kindred Products","F",2573,836,2025,2025-03-26,"BNSF"
"38853","Grain Mill Products","G",3601,832,2025,2025-03-26,"BNSF"
"38854","Grain","H",12383,118,2025,2025-03-26,"BNSF"
"38855","Iron & Steel Scrap","I",1135,87,2025,2025-03-26,"BNSF"
"38856","Lumber & Wood Products","J",875,654,2025,2025-03-26,"BNSF"
"38857","Metallic Ores","K",1967,12,2025,2025-03-26,"BNSF"
"38858","Metal Products","L",1283,643,2025,2025-03-26,"BNSF"
"38859","Motor Vehicles & Equipment","M",2860,3308,2025,2025-03-26,"BNSF"
"38860","Nonmetallic Minerals","N",372,47,2025,2025-03-26,"BNSF"
"38861","Petroleum Products","O",4354,1362,2025,2025-03-26,"BNSF"
"38862","Primary Forest Products","P",30,27,2025,2025-03-26,"BNSF"
"38863","Pulp & Paper Products","Q",446,627,2025,2025-03-26,"BNSF"
"38864","Stone, Clay, Glass","R",1868,389,2025,2025-03-26,"BNSF"
"38865","Waste & Other Scrap","S",333,180,2025,2025-03-26,"BNSF"
"38866","All Other","T",1815,881,2025,2025-03-26,"BNSF"
"38867","Containers","U",91606,6156,2025,2025-03-26,"BNSF"
"38868","Trailers","V",3471,50,2025,2025-03-26,"BNSF"
"38869","Chemicals","A",7943,2185,2025,2025-03-19,"BNSF"
"38870","Coal","B",24311,179,2025,2025-03-19,"BNSF"
"38871","Coke","C",379,119,2025,2025-03-19,"BNSF"
"38872","Crushed Stone, Sand & Gravel","D",3611,215,2025,2025-03-19,"BNSF"
"38873","Farm Products","E",438,20,2025,2025-03-19,"BNSF"
"38874","Food & Kindred Products","F",2586,681,2025,2025-03-19,"BNSF"
"38875","Grain Mill Products","G",3746,944,2025,2025-03-19,"BNSF"
"38876","Grain","H",11260,97,2025,2025-03-19,"BNSF"
"38877","Iron & Steel Scrap","I",1066,114,2025,2025-03-19,"BNSF"
"38878","Lumber & Wood Products","J",773,586,2025,2025-03-19,"BNSF"
"38879","Metallic Ores","K",2139,9,2025,2025-03-19,"BNSF"
"38880","Metal Products","L",1198,712,2025,2025-03-19,"BNSF"
"38881","Motor Vehicles & Equipment","M",3031,3455,2025,2025-03-19,"BNSF"
"38882","Nonmetallic Minerals","N",442,54,2025,2025-03-19,"BNSF"
"38883","Petroleum Products","O",4263,1352,2025,2025-03-19,"BNSF"
"38884","Primary Forest Products","P",50,1,2025,2025-03-19,"BNSF"
"38885","Pulp & Paper Products","Q",487,659,2025,2025-03-19,"BNSF"
"38886","Stone, Clay, Glass","R",1659,556,2025,2025-03-19,"BNSF"
"38887","Waste & Other Scrap","S",299,178,2025,2025-03-19,"BNSF"
"38888","All Other","T",1964,920,2025,2025-03-19,"BNSF"
"38889","Containers","U",93819,5556,2025,2025-03-19,"BNSF"
"38890","Trailers","V",3587,51,2025,2025-03-19,"BNSF"
"38891","Chemicals","A",7032,2010,2025,2025-03-12,"BNSF"
"38892","Coal","B",22455,0,2025,2025-03-12,"BNSF"
"38893","Coke","C",342,55,2025,2025-03-12,"BNSF"
"38894","Crushed Stone, Sand & Gravel","D",3071,146,2025,2025-03-12,"BNSF"
"38895","Farm Products","E",526,37,2025,2025-03-12,"BNSF"
"38896","Food & Kindred Products","F",2513,966,2025,2025-03-12,"BNSF"
"38897","Grain Mill Products","G",3639,998,2025,2025-03-12,"BNSF"
"38898","Grain","H",11316,90,2025,2025-03-12,"BNSF"
"38899","Iron & Steel Scrap","I",906,116,2025,2025-03-12,"BNSF"
"38900","Lumber & Wood Products","J",871,704,2025,2025-03-12,"BNSF"
"38901","Metallic Ores","K",1669,7,2025,2025-03-12,"BNSF"
"38902","Metal Products","L",1215,817,2025,2025-03-12,"BNSF"
"38903","Motor Vehicles & Equipment","M",2809,3441,2025,2025-03-12,"BNSF"
"38904","Nonmetallic Minerals","N",409,121,2025,2025-03-12,"BNSF"
"38905","Petroleum Products","O",4439,1381,2025,2025-03-12,"BNSF"
"38906","Primary Forest Products","P",32,5,2025,2025-03-12,"BNSF"
"38907","Pulp & Paper Products","Q",502,712,2025,2025-03-12,"BNSF"
"38908","Stone, Clay, Glass","R",1537,371,2025,2025-03-12,"BNSF"
"38909","Waste & Other Scrap","S",341,148,2025,2025-03-12,"BNSF"
"38910","All Other","T",1627,754,2025,2025-03-12,"BNSF"
"38911","Containers","U",93141,6594,2025,2025-03-12,"BNSF"
"38912","Trailers","V",3575,33,2025,2025-03-12,"BNSF"
"38913","Chemicals","A",7722,2056,2025,2025-03-05,"BNSF"
"38914","Coal","B",23795,161,2025,2025-03-05,"BNSF"
"38915","Coke","C",390,143,2025,2025-03-05,"BNSF"
"38916","Crushed Stone, Sand & Gravel","D",3664,173,2025,2025-03-05,"BNSF"
"38917","Farm Products","E",478,28,2025,2025-03-05,"BNSF"
"38918","Food & Kindred Products","F",2627,800,2025,2025-03-05,"BNSF"
"38919","Grain Mill Products","G",3891,1158,2025,2025-03-05,"BNSF"
"38920","Grain","H",10573,78,2025,2025-03-05,"BNSF"
"38921","Iron & Steel Scrap","I",1040,165,2025,2025-03-05,"BNSF"
"38922","Lumber & Wood Products","J",909,626,2025,2025-03-05,"BNSF"
"38923","Metallic Ores","K",1482,6,2025,2025-03-05,"BNSF"
"38924","Metal Products","L",1231,886,2025,2025-03-05,"BNSF"
"38925","Motor Vehicles & Equipment","M",2719,2881,2025,2025-03-05,"BNSF"
"38926","Nonmetallic Minerals","N",406,49,2025,2025-03-05,"BNSF"
"38927","Petroleum Products","O",4368,1496,2025,2025-03-05,"BNSF"
"38928","Primary Forest Products","P",28,13,2025,2025-03-05,"BNSF"
"38929","Pulp & Paper Products","Q",518,695,2025,2025-03-05,"BNSF"
"38930","Stone, Clay, Glass","R",1585,320,2025,2025-03-05,"BNSF"
"38931","Waste & Other Scrap","S",308,180,2025,2025-03-05,"BNSF"
"38932","All Other","T",1965,876,2025,2025-03-05,"BNSF"
"38933","Containers","U",96467,7102,2025,2025-03-05,"BNSF"
"38934","Trailers","V",3721,34,2025,2025-03-05,"BNSF"
"38935","Chemicals","A",7581,1782,2025,2025-02-26,"BNSF"
"38936","Coal","B",19534,120,2025,2025-02-26,"BNSF"
"38937","Coke","C",241,56,2025,2025-02-26,"BNSF"
"38938","Crushed Stone, Sand & Gravel","D",2029,219,2025,2025-02-26,"BNSF"
"38939","Farm Products","E",417,29,2025,2025-02-26,"BNSF"
"38940","Food & Kindred Products","F",2499,638,2025,2025-02-26,"BNSF"
"38941","Grain Mill Products","G",3840,803,2025,2025-02-26,"BNSF"
"38942","Grain","H",7542,105,2025,2025-02-26,"BNSF"
"38943","Iron & Steel Scrap","I",909,112,2025,2025-02-26,"BNSF"
"38944","Lumber & Wood Products","J",801,568,2025,2025-02-26,"BNSF"
"38945","Metallic Ores","K",1239,2,2025,2025-02-26,"BNSF"
"38946","Metal Products","L",1185,691,2025,2025-02-26,"BNSF"
"38947","Motor Vehicles & Equipment","M",2584,2649,2025,2025-02-26,"BNSF"
"38948","Nonmetallic Minerals","N",462,15,2025,2025-02-26,"BNSF"
"38949","Petroleum Products","O",3408,1375,2025,2025-02-26,"BNSF"
"38950","Primary Forest Products","P",35,26,2025,2025-02-26,"BNSF"
"38951","Pulp & Paper Products","Q",447,598,2025,2025-02-26,"BNSF"
"38952","Stone, Clay, Glass","R",1380,369,2025,2025-02-26,"BNSF"
"38953","Waste & Other Scrap","S",326,138,2025,2025-02-26,"BNSF"
"38954","All Other","T",1322,791,2025,2025-02-26,"BNSF"
"38955","Containers","U",90053,7271,2025,2025-02-26,"BNSF"
"38956","Trailers","V",3830,41,2025,2025-02-26,"BNSF"
"38957","Chemicals","A",7188,2152,2025,2025-02-19,"BNSF"
"38958","Coal","B",22426,292,2025,2025-02-19,"BNSF"
"38959","Coke","C",422,35,2025,2025-02-19,"BNSF"
"38960","Crushed Stone, Sand & Gravel","D",3263,97,2025,2025-02-19,"BNSF"
"38961","Farm Products","E",377,28,2025,2025-02-19,"BNSF"
"38962","Food & Kindred Products","F",2437,908,2025,2025-02-19,"BNSF"
"38963","Grain Mill Products","G",3434,1176,2025,2025-02-19,"BNSF"
"38964","Grain","H",9439,58,2025,2025-02-19,"BNSF"
"38965","Iron & Steel Scrap","I",929,80,2025,2025-02-19,"BNSF"
"38966","Lumber & Wood Products","J",780,572,2025,2025-02-19,"BNSF"
"38967","Metallic Ores","K",1577,0,2025,2025-02-19,"BNSF"
"38968","Metal Products","L",1171,668,2025,2025-02-19,"BNSF"
"38969","Motor Vehicles & Equipment","M",2646,3008,2025,2025-02-19,"BNSF"
"38970","Nonmetallic Minerals","N",409,30,2025,2025-02-19,"BNSF"
"38971","Petroleum Products","O",4751,1539,2025,2025-02-19,"BNSF"
"38972","Primary Forest Products","P",51,6,2025,2025-02-19,"BNSF"
"38973","Pulp & Paper Products","Q",382,720,2025,2025-02-19,"BNSF"
"38974","Stone, Clay, Glass","R",1597,359,2025,2025-02-19,"BNSF"
"38975","Waste & Other Scrap","S",292,128,2025,2025-02-19,"BNSF"
"38976","All Other","T",1630,723,2025,2025-02-19,"BNSF"
"38977","Containers","U",92616,7289,2025,2025-02-19,"BNSF"
"38978","Trailers","V",3607,26,2025,2025-02-19,"BNSF"
"38979","Chemicals","A",7671,2040,2025,2025-02-12,"BNSF"
"38980","Coal","B",22514,0,2025,2025-02-12,"BNSF"
"38981","Coke","C",352,94,2025,2025-02-12,"BNSF"
"38982","Crushed Stone, Sand & Gravel","D",3491,6,2025,2025-02-12,"BNSF"
"38983","Farm Products","E",487,22,2025,2025-02-12,"BNSF"
"38984","Food & Kindred Products","F",2709,651,2025,2025-02-12,"BNSF"
"38985","Grain Mill Products","G",4106,839,2025,2025-02-12,"BNSF"
"38986","Grain","H",10168,182,2025,2025-02-12,"BNSF"
"38987","Iron & Steel Scrap","I",807,130,2025,2025-02-12,"BNSF"
"38988","Lumber & Wood Products","J",811,613,2025,2025-02-12,"BNSF"
"38989","Metallic Ores","K",1736,0,2025,2025-02-12,"BNSF"
"38990","Metal Products","L",1075,702,2025,2025-02-12,"BNSF"
"38991","Motor Vehicles & Equipment","M",2803,2721,2025,2025-02-12,"BNSF"
"38992","Nonmetallic Minerals","N",486,23,2025,2025-02-12,"BNSF"
"38993","Petroleum Products","O",3786,1215,2025,2025-02-12,"BNSF"
"38994","Primary Forest Products","P",39,16,2025,2025-02-12,"BNSF"
"38995","Pulp & Paper Products","Q",518,646,2025,2025-02-12,"BNSF"
"38996","Stone, Clay, Glass","R",1783,314,2025,2025-02-12,"BNSF"
"38997","Waste & Other Scrap","S",336,103,2025,2025-02-12,"BNSF"
"38998","All Other","T",1847,1057,2025,2025-02-12,"BNSF"
"38999","Containers","U",96800,8231,2025,2025-02-12,"BNSF"
"39000","Trailers","V",3586,47,2025,2025-02-12,"BNSF"
"39001","Chemicals","A",7527,2037,2025,2025-02-05,"BNSF"
"39002","Coal","B",25877,315,2025,2025-02-05,"BNSF"
"39003","Coke","C",459,49,2025,2025-02-05,"BNSF"
"39004","Crushed Stone, Sand & Gravel","D",3723,7,2025,2025-02-05,"BNSF"
"39005","Farm Products","E",572,15,2025,2025-02-05,"BNSF"
"39006","Food & Kindred Products","F",2885,830,2025,2025-02-05,"BNSF"
"39007","Grain Mill Products","G",3530,1024,2025,2025-02-05,"BNSF"
"39008","Grain","H",11892,94,2025,2025-02-05,"BNSF"
"39009","Iron & Steel Scrap","I",1013,212,2025,2025-02-05,"BNSF"
"39010","Lumber & Wood Products","J",903,678,2025,2025-02-05,"BNSF"
"39011","Metallic Ores","K",1748,28,2025,2025-02-05,"BNSF"
"39012","Metal Products","L",1194,931,2025,2025-02-05,"BNSF"
"39013","Motor Vehicles & Equipment","M",2802,2692,2025,2025-02-05,"BNSF"
"39014","Nonmetallic Minerals","N",479,31,2025,2025-02-05,"BNSF"
"39015","Petroleum Products","O",4603,1609,2025,2025-02-05,"BNSF"
"39016","Primary Forest Products","P",36,17,2025,2025-02-05,"BNSF"
"39017","Pulp & Paper Products","Q",508,705,2025,2025-02-05,"BNSF"
"39018","Stone, Clay, Glass","R",1768,501,2025,2025-02-05,"BNSF"
"39019","Waste & Other Scrap","S",353,102,2025,2025-02-05,"BNSF"
"39020","All Other","T",1071,660,2025,2025-02-05,"BNSF"
"39021","Containers","U",100199,7399,2025,2025-02-05,"BNSF"
"39022","Trailers","V",3861,25,2025,2025-02-05,"BNSF"
"39023","Chemicals","A",6145,1623,2025,2025-01-29,"BNSF"
"39024","Coal","B",21384,188,2025,2025-01-29,"BNSF"
"39025","Coke","C",304,180,2025,2025-01-29,"BNSF"
"39026","Crushed Stone, Sand & Gravel","D",1929,110,2025,2025-01-29,"BNSF"
"39027","Farm Products","E",408,13,2025,2025-01-29,"BNSF"
"39028","Food & Kindred Products","F",2481,525,2025,2025-01-29,"BNSF"
"39029","Grain Mill Products","G",3622,947,2025,2025-01-29,"BNSF"
"39030","Grain","H",9650,62,2025,2025-01-29,"BNSF"
"39031","Iron & Steel Scrap","I",881,147,2025,2025-01-29,"BNSF"
"39032","Lumber & Wood Products","J",877,590,2025,2025-01-29,"BNSF"
"39033","Metallic Ores","K",1972,4,2025,2025-01-29,"BNSF"
"39034","Metal Products","L",986,810,2025,2025-01-29,"BNSF"
"39035","Motor Vehicles & Equipment","M",2447,2251,2025,2025-01-29,"BNSF"
"39036","Nonmetallic Minerals","N",429,37,2025,2025-01-29,"BNSF"
"39037","Petroleum Products","O",4170,1628,2025,2025-01-29,"BNSF"
"39038","Primary Forest Products","P",32,10,2025,2025-01-29,"BNSF"
"39039","Pulp & Paper Products","Q",495,681,2025,2025-01-29,"BNSF"
"39040","Stone, Clay, Glass","R",1529,335,2025,2025-01-29,"BNSF"
"39041","Waste & Other Scrap","S",288,199,2025,2025-01-29,"BNSF"
"39042","All Other","T",1477,460,2025,2025-01-29,"BNSF"
"39043","Containers","U",93319,6832,2025,2025-01-29,"BNSF"
"39044","Trailers","V",3442,49,2025,2025-01-29,"BNSF"
"39045","Chemicals","A",7717,2172,2025,2025-01-22,"BNSF"
"39046","Coal","B",24927,58,2025,2025-01-22,"BNSF"
"39047","Coke","C",445,232,2025,2025-01-22,"BNSF"
"39048","Crushed Stone, Sand & Gravel","D",2978,180,2025,2025-01-22,"BNSF"
"39049","Farm Products","E",787,1,2025,2025-01-22,"BNSF"
"39050","Food & Kindred Products","F",2652,915,2025,2025-01-22,"BNSF"
"39051","Grain Mill Products","G",3929,839,2025,2025-01-22,"BNSF"
"39052","Grain","H",10496,154,2025,2025-01-22,"BNSF"
"39053","Iron & Steel Scrap","I",936,107,2025,2025-01-22,"BNSF"
"39054","Lumber & Wood Products","J",832,572,2025,2025-01-22,"BNSF"
"39055","Metallic Ores","K",1948,2,2025,2025-01-22,"BNSF"
"39056","Metal Products","L",1263,805,2025,2025-01-22,"BNSF"
"39057","Motor Vehicles & Equipment","M",2950,2371,2025,2025-01-22,"BNSF"
"39058","Nonmetallic Minerals","N",485,34,2025,2025-01-22,"BNSF"
"39059","Petroleum Products","O",4159,1356,2025,2025-01-22,"BNSF"
"39060","Primary Forest Products","P",29,10,2025,2025-01-22,"BNSF"
"39061","Pulp & Paper Products","Q",504,755,2025,2025-01-22,"BNSF"
"39062","Stone, Clay, Glass","R",1585,327,2025,2025-01-22,"BNSF"
"39063","Waste & Other Scrap","S",395,127,2025,2025-01-22,"BNSF"
"39064","All Other","T",1453,639,2025,2025-01-22,"BNSF"
"39065","Containers","U",98554,6929,2025,2025-01-22,"BNSF"
"39066","Trailers","V",3928,42,2025,2025-01-22,"BNSF"
"39067","Chemicals","A",5868,1833,2025,2025-01-15,"BNSF"
"39068","Coal","B",21953,250,2025,2025-01-15,"BNSF"
"39069","Coke","C",554,116,2025,2025-01-15,"BNSF"
"39070","Crushed Stone, Sand & Gravel","D",2549,120,2025,2025-01-15,"BNSF"
"39071","Farm Products","E",597,19,2025,2025-01-15,"BNSF"
"39072","Food & Kindred Products","F",2797,738,2025,2025-01-15,"BNSF"
"39073","Grain Mill Products","G",3490,1175,2025,2025-01-15,"BNSF"
"39074","Grain","H",11015,232,2025,2025-01-15,"BNSF"
"39075","Iron & Steel Scrap","I",641,81,2025,2025-01-15,"BNSF"
"39076","Lumber & Wood Products","J",919,590,2025,2025-01-15,"BNSF"
"39077","Metallic Ores","K",1914,8,2025,2025-01-15,"BNSF"
"39078","Metal Products","L",1215,756,2025,2025-01-15,"BNSF"
"39079","Motor Vehicles & Equipment","M",2557,1882,2025,2025-01-15,"BNSF"
"39080","Nonmetallic Minerals","N",535,38,2025,2025-01-15,"BNSF"
"39081","Petroleum Products","O",4673,1557,2025,2025-01-15,"BNSF"
"39082","Primary Forest Products","P",46,18,2025,2025-01-15,"BNSF"
"39083","Pulp & Paper Products","Q",444,776,2025,2025-01-15,"BNSF"
"39084","Stone, Clay, Glass","R",1584,493,2025,2025-01-15,"BNSF"
"39085","Waste & Other Scrap","S",359,151,2025,2025-01-15,"BNSF"
"39086","All Other","T",1557,513,2025,2025-01-15,"BNSF"
"39087","Containers","U",92770,5381,2025,2025-01-15,"BNSF"
"39088","Trailers","V",4593,95,2025,2025-01-15,"BNSF"
"39089","Chemicals","A",6857,1911,2025,2025-01-08,"BNSF"
"39090","Coal","B",24353,51,2025,2025-01-08,"BNSF"
"39091","Coke","C",435,108,2025,2025-01-08,"BNSF"
"39092","Crushed Stone, Sand & Gravel","D",3278,95,2025,2025-01-08,"BNSF"
"39093","Farm Products","E",455,64,2025,2025-01-08,"BNSF"
"39094","Food & Kindred Products","F",2461,747,2025,2025-01-08,"BNSF"
"39095","Grain Mill Products","G",3886,897,2025,2025-01-08,"BNSF"
"39096","Grain","H",10967,86,2025,2025-01-08,"BNSF"
"39097","Iron & Steel Scrap","I",632,74,2025,2025-01-08,"BNSF"
"39098","Lumber & Wood Products","J",574,408,2025,2025-01-08,"BNSF"
"39099","Metallic Ores","K",2488,7,2025,2025-01-08,"BNSF"
"39100","Metal Products","L",809,1082,2025,2025-01-08,"BNSF"
"39101","Motor Vehicles & Equipment","M",1531,1847,2025,2025-01-08,"BNSF"
"39102","Nonmetallic Minerals","N",358,27,2025,2025-01-08,"BNSF"
"39103","Petroleum Products","O",4764,1609,2025,2025-01-08,"BNSF"
"39104","Primary Forest Products","P",43,8,2025,2025-01-08,"BNSF"
"39105","Pulp & Paper Products","Q",572,873,2025,2025-01-08,"BNSF"
"39106","Stone, Clay, Glass","R",1540,283,2025,2025-01-08,"BNSF"
"39107","Waste & Other Scrap","S",298,121,2025,2025-01-08,"BNSF"
"39108","All Other","T",1068,362,2025,2025-01-08,"BNSF"
"39109","Containers","U",78788,4776,2025,2025-01-08,"BNSF"
"39110","Trailers","V",2980,83,2025,2025-01-08,"BNSF"
"39111","Chemicals","A",6694,1811,2025,2025-01-01,"BNSF"
"39112","Coal","B",22919,0,2025,2025-01-01,"BNSF"
"39113","Coke","C",397,133,2025,2025-01-01,"BNSF"
"39114","Crushed Stone, Sand & Gravel","D",2730,201,2025,2025-01-01,"BNSF"
"39115","Farm Products","E",337,25,2025,2025-01-01,"BNSF"
"39116","Food & Kindred Products","F",2383,648,2025,2025-01-01,"BNSF"
"39117","Grain Mill Products","G",3170,923,2025,2025-01-01,"BNSF"
"39118","Grain","H",9373,124,2025,2025-01-01,"BNSF"
"39119","Iron & Steel Scrap","I",485,115,2025,2025-01-01,"BNSF"
"39120","Lumber & Wood Products","J",580,495,2025,2025-01-01,"BNSF"
"39121","Metallic Ores","K",2623,4,2025,2025-01-01,"BNSF"
"39122","Metal Products","L",777,841,2025,2025-01-01,"BNSF"
"39123","Motor Vehicles & Equipment","M",1866,2566,2025,2025-01-01,"BNSF"
"39124","Nonmetallic Minerals","N",361,14,2025,2025-01-01,"BNSF"
"39125","Petroleum Products","O",3853,1592,2025,2025-01-01,"BNSF"
"39126","Primary Forest Products","P",23,6,2025,2025-01-01,"BNSF"
